Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Language,Citations,Reference,Abstract,DOI,Publication type,Open Access,EID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Author Keyword
DNAJC13 genetic variants in parkinsonism,"Gustavsson, E.K., Trinh, J., Guella, I., Vilariño-Güell, C., Appel-Cresswell, S., Stoessl, A.J., Tsui, J.K., Mckeown, M., Rajput, A., Rajput, A.H., Aasly, J.O., Farrer, M.J.",12,55959825700| 54400148400| 24072883100| 55901182300| 36237882900| 7004896118| 7004988677| 7005375626| 18435070000| 7103354925| 7004207163| 35380197600,2015,2015-02-01,Movement Disorders,English,32,"Gustavsson, E.K., Trinh, J., Guella, I. and 9 more (...) (2015).DNAJC13 genetic variants in parkinsonism. Movement Disorders,30(2) 273-278",https://www.scopus.com/record/display.url?eid=2-s2.0-84964297981&origin=resultslist,10.1002/mds.26064,Article,,2-s2.0-84964297981,Saskatchewan Health Authority| University of Saskatchewan| University of British Columbia| Norwegian University of Science and Technology,4,60083635| 60010365| 60013141| 60023052| 60010365| 60011771| 60011553,"Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Norges Teknisk-Naturvitenskapelige Universitet| Universitetssykehuset i Trondheim| The University of British Columbia| Saskatchewan Health Authority| University of Saskatchewan, College of Medicine",55959825700,35380197600,55959825700,-,Norway| Canada,Silke Appel-Cresswell
"Ketamine and its metabolite, (2R,6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression","Aleksandrova, L.R., Wang, Y.T., Phillips, A.G.",3,55628280800| 8908521300| 7401658611,2020,2020-06-16,Molecular Brain,English,32,"Aleksandrova, L.R., Wang, Y.T., Phillips, A.G. (2020).Ketamine and its metabolite, (2R,6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression. Molecular Brain,13(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85086624404&origin=resultslist,10.1186/s13041-020-00627-z,Article,Gold|Green,2-s2.0-85086624404,University of British Columbia,1,60010365| 60083635| 60023077| 60010365| 60010365,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia",55628280800,7401658611,8908521300,-,Canada,YuTian Wang
"Ketamine and its metabolite, (2R,6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression","Aleksandrova, L.R., Wang, Y.T., Phillips, A.G.",3,55628280800| 8908521300| 7401658611,2020,2020-06-16,Molecular Brain,English,32,"Aleksandrova, L.R., Wang, Y.T., Phillips, A.G. (2020).Ketamine and its metabolite, (2R,6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression. Molecular Brain,13(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85086624404&origin=resultslist,10.1186/s13041-020-00627-z,Article,Gold|Green,2-s2.0-85086624404,University of British Columbia,1,60010365| 60083635| 60023077| 60010365| 60010365,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia",55628280800,7401658611,8908521300,-,Canada,Anthony G. Phillips
Constructing precisely computing networks with biophysical spiking neurons,"Schwemmer, M.A., Fairhall, A.L., Denéve, S., Shea-Brown, E.T.",4,37085444100| 6602928622| 6602241278| 15065850600,2015,2015-07-15,Journal of Neuroscience,English,32,"Schwemmer, M.A., Fairhall, A.L., Denéve, S. and 1 more (...) (2015).Constructing precisely computing networks with biophysical spiking neurons. Journal of Neuroscience,35(28) 10112-10134",https://www.scopus.com/record/display.url?eid=2-s2.0-84937597362&origin=resultslist,10.1523/JNEUROSCI.4951-14.2015,Article,Bronze|Green,2-s2.0-84937597362,École normale supérieure| Université PSL| CNRS| Ohio State University| Institut national de la santé et de la recherche médicale| University of Washington,6,60003500| 60105789| 60105789| 60105789| 60000179| 60000179| 60008134| 60000905| 60015481| 60015481| 60015481,The Ohio State University| Laboratoire de Neurosciences Cognitives & Computationnelles| Laboratoire de Neurosciences Cognitives & Computationnelles| Laboratoire de Neurosciences Cognitives & Computationnelles| École Normale Supérieure| École Normale Supérieure| CNRS Centre National de la Recherche Scientifique| Inserm| University of Washington| University of Washington| University of Washington,37085444100,15065850600,37085444100,-,United States| France,Eric T. Shea-Brown
Constructing precisely computing networks with biophysical spiking neurons,"Schwemmer, M.A., Fairhall, A.L., Denéve, S., Shea-Brown, E.T.",4,37085444100| 6602928622| 6602241278| 15065850600,2015,2015-07-15,Journal of Neuroscience,English,32,"Schwemmer, M.A., Fairhall, A.L., Denéve, S. and 1 more (...) (2015).Constructing precisely computing networks with biophysical spiking neurons. Journal of Neuroscience,35(28) 10112-10134",https://www.scopus.com/record/display.url?eid=2-s2.0-84937597362&origin=resultslist,10.1523/JNEUROSCI.4951-14.2015,Article,Bronze|Green,2-s2.0-84937597362,École normale supérieure| Université PSL| CNRS| Ohio State University| Institut national de la santé et de la recherche médicale| University of Washington,6,60003500| 60105789| 60105789| 60105789| 60000179| 60000179| 60008134| 60000905| 60015481| 60015481| 60015481,The Ohio State University| Laboratoire de Neurosciences Cognitives & Computationnelles| Laboratoire de Neurosciences Cognitives & Computationnelles| Laboratoire de Neurosciences Cognitives & Computationnelles| École Normale Supérieure| École Normale Supérieure| CNRS Centre National de la Recherche Scientifique| Inserm| University of Washington| University of Washington| University of Washington,37085444100,15065850600,37085444100,-,United States| France,Adrienne L. Fairhall
Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation,"McDiarmid, T.A., Belmadani, M., Liang, J., Meili, F., Mathews, E.A., Mullen, G.P., Hendi, A., Wong, W.-R., Rand, J.B., Mizumoto, K., Haas, K., Pavlidis, P., Rankin, C.H.",13,56513849800| 57189445016| 57195282512| 57191899231| 7007041600| 36480256200| 57203530003| 57209708051| 7102002633| 15834999500| 55554765000| 7004159655| 7007032941,2020,2020-01-07,Proceedings of the National Academy of Sciences of the United States of America,English,31,"McDiarmid, T.A., Belmadani, M., Liang, J. and 10 more (...) (2020).Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation. Proceedings of the National Academy of Sciences of the United States of America,117(1) 656-667",https://www.scopus.com/record/display.url?eid=2-s2.0-85077650042&origin=resultslist,10.1073/pnas.1912049116,Article,Bronze|Green,2-s2.0-85077650042,California Institute of Technology| Oklahoma Medical Research Foundation| Oklahoma City University| University of British Columbia| University of Oklahoma,5,60010365| 60083635| 60010365| 60011393| 60010365| 60030288| 60010682| 60010365| 60031581| 60029833| 60010365,The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Michael Smith Laboratories| The University of British Columbia| Oklahoma Medical Research Foundation| Oklahoma City University| The University of British Columbia| California Institute of Technology| University of Oklahoma Health Sciences Center| The University of British Columbia,56513849800,7007032941,7007032941,-,United States| Canada,Paul Pavlidis
Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation,"McDiarmid, T.A., Belmadani, M., Liang, J., Meili, F., Mathews, E.A., Mullen, G.P., Hendi, A., Wong, W.-R., Rand, J.B., Mizumoto, K., Haas, K., Pavlidis, P., Rankin, C.H.",13,56513849800| 57189445016| 57195282512| 57191899231| 7007041600| 36480256200| 57203530003| 57209708051| 7102002633| 15834999500| 55554765000| 7004159655| 7007032941,2020,2020-01-07,Proceedings of the National Academy of Sciences of the United States of America,English,31,"McDiarmid, T.A., Belmadani, M., Liang, J. and 10 more (...) (2020).Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation. Proceedings of the National Academy of Sciences of the United States of America,117(1) 656-667",https://www.scopus.com/record/display.url?eid=2-s2.0-85077650042&origin=resultslist,10.1073/pnas.1912049116,Article,Bronze|Green,2-s2.0-85077650042,California Institute of Technology| Oklahoma Medical Research Foundation| Oklahoma City University| University of British Columbia| University of Oklahoma,5,60010365| 60083635| 60010365| 60011393| 60010365| 60030288| 60010682| 60010365| 60031581| 60029833| 60010365,The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Michael Smith Laboratories| The University of British Columbia| Oklahoma Medical Research Foundation| Oklahoma City University| The University of British Columbia| California Institute of Technology| University of Oklahoma Health Sciences Center| The University of British Columbia,56513849800,7007032941,7007032941,-,United States| Canada,Catharine Rankin
Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation,"McDiarmid, T.A., Belmadani, M., Liang, J., Meili, F., Mathews, E.A., Mullen, G.P., Hendi, A., Wong, W.-R., Rand, J.B., Mizumoto, K., Haas, K., Pavlidis, P., Rankin, C.H.",13,56513849800| 57189445016| 57195282512| 57191899231| 7007041600| 36480256200| 57203530003| 57209708051| 7102002633| 15834999500| 55554765000| 7004159655| 7007032941,2020,2020-01-07,Proceedings of the National Academy of Sciences of the United States of America,English,31,"McDiarmid, T.A., Belmadani, M., Liang, J. and 10 more (...) (2020).Systematic phenomics analysis of autism-associated genes reveals parallel networks underlying reversible impairments in habituation. Proceedings of the National Academy of Sciences of the United States of America,117(1) 656-667",https://www.scopus.com/record/display.url?eid=2-s2.0-85077650042&origin=resultslist,10.1073/pnas.1912049116,Article,Bronze|Green,2-s2.0-85077650042,California Institute of Technology| Oklahoma Medical Research Foundation| Oklahoma City University| University of British Columbia| University of Oklahoma,5,60010365| 60083635| 60010365| 60011393| 60010365| 60030288| 60010682| 60010365| 60031581| 60029833| 60010365,The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Michael Smith Laboratories| The University of British Columbia| Oklahoma Medical Research Foundation| Oklahoma City University| The University of British Columbia| California Institute of Technology| University of Oklahoma Health Sciences Center| The University of British Columbia,56513849800,7007032941,7007032941,-,United States| Canada,Kurt Haas
Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory,"Lapish, C.C., Balaguer-Ballester, E., Seamans, J.K., Phillips, A.G., Durstewitz, D.",5,6505920789| 22952923100| 7003907622| 7401658611| 12771147900,2015,2015-07-15,Journal of Neuroscience,English,31,"Lapish, C.C., Balaguer-Ballester, E., Seamans, J.K. and 2 more (...) (2015).Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory. Journal of Neuroscience,35(28) 10172-10187",https://www.scopus.com/record/display.url?eid=2-s2.0-84937604677&origin=resultslist,10.1523/JNEUROSCI.2421-14.2015,Article,Bronze|Green,2-s2.0-84937604677,Bournemouth University| Zentralinstitut fur Seelische Gesundheit - Central Institute of Mental Health| Heidelberg University | University of British Columbia| University of Plymouth| Indiana University-Purdue University Indianapolis,6,60024609| 60029336| 60083635| 60010365| 60005285| 60016908| 60024779,Indiana University-Purdue University Indianapolis| Bournemouth University| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Zentralinstitut für Seelische Gesundheit| Universität Heidelberg| University of Plymouth,6505920789,12771147900,6505920789,-,United Kingdom| United States| Germany| Canada,Anthony G. Phillips
Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory,"Lapish, C.C., Balaguer-Ballester, E., Seamans, J.K., Phillips, A.G., Durstewitz, D.",5,6505920789| 22952923100| 7003907622| 7401658611| 12771147900,2015,2015-07-15,Journal of Neuroscience,English,31,"Lapish, C.C., Balaguer-Ballester, E., Seamans, J.K. and 2 more (...) (2015).Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory. Journal of Neuroscience,35(28) 10172-10187",https://www.scopus.com/record/display.url?eid=2-s2.0-84937604677&origin=resultslist,10.1523/JNEUROSCI.2421-14.2015,Article,Bronze|Green,2-s2.0-84937604677,Bournemouth University| Zentralinstitut fur Seelische Gesundheit - Central Institute of Mental Health| Heidelberg University | University of British Columbia| University of Plymouth| Indiana University-Purdue University Indianapolis,6,60024609| 60029336| 60083635| 60010365| 60005285| 60016908| 60024779,Indiana University-Purdue University Indianapolis| Bournemouth University| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Zentralinstitut für Seelische Gesundheit| Universität Heidelberg| University of Plymouth,6505920789,12771147900,6505920789,-,United Kingdom| United States| Germany| Canada,Jeremy Keith Seamans
"CaV3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons","Cain, S.M., Tyson, J.R., Choi, H.-B., Ko, R., Lin, P.J.C., LeDue, J.M., Powell, K.L., Bernier, L.-P., Rungta, R.L., Yang, Y., Cullis, P.R., O'Brien, T.J., MacVicar, B.A., Snutch, T.P.",14,16155302300| 7201985950| 7404339320| 35317712400| 8520104500| 56371437500| 7201862246| 36463049200| 36834315600| 57192237777| 7101856304| 35518362200| 7006717711| 35408131500,2018,2018-04-01,Epilepsia,English,30,"Cain, S.M., Tyson, J.R., Choi, H.-B. and 11 more (...) (2018).CaV3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons. Epilepsia,59(4) 778-791",https://www.scopus.com/record/display.url?eid=2-s2.0-85042233951&origin=resultslist,10.1111/epi.14018,Article,Hybrid gold|Green,2-s2.0-85042233951,University of British Columbia| Monash University,2,60011393| 60083635| 60010365| 60083635| 60010365| 60010365| 60019578| 60012932,"Michael Smith Laboratories| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| Monash University| Faculty of Medicine, Nursing and Health Sciences",16155302300,35408131500,16155302300,-,Australia| Canada,Terrance P. Snutch
"CaV3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons","Cain, S.M., Tyson, J.R., Choi, H.-B., Ko, R., Lin, P.J.C., LeDue, J.M., Powell, K.L., Bernier, L.-P., Rungta, R.L., Yang, Y., Cullis, P.R., O'Brien, T.J., MacVicar, B.A., Snutch, T.P.",14,16155302300| 7201985950| 7404339320| 35317712400| 8520104500| 56371437500| 7201862246| 36463049200| 36834315600| 57192237777| 7101856304| 35518362200| 7006717711| 35408131500,2018,2018-04-01,Epilepsia,English,30,"Cain, S.M., Tyson, J.R., Choi, H.-B. and 11 more (...) (2018).CaV3.2 drives sustained burst-firing, which is critical for absence seizure propagation in reticular thalamic neurons. Epilepsia,59(4) 778-791",https://www.scopus.com/record/display.url?eid=2-s2.0-85042233951&origin=resultslist,10.1111/epi.14018,Article,Hybrid gold|Green,2-s2.0-85042233951,University of British Columbia| Monash University,2,60011393| 60083635| 60010365| 60083635| 60010365| 60010365| 60019578| 60012932,"Michael Smith Laboratories| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| Monash University| Faculty of Medicine, Nursing and Health Sciences",16155302300,35408131500,16155302300,-,Australia| Canada,Brian A. MacVicar
